,stim,history,filename,class,onset,IndicoAPIExtractor,IndicoAPIExtractor
24,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,287.92,0.68,0.8913919727
25,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,289.68,0.72,0.2375578052
26,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,292.91,0.19,0.5715799142
27,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,294.38,0.06,0.4719109023
28,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,294.44,0.33,0.4742302199
29,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,295.85,0.28,0.490485389
30,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,297.69,0.42,0.3620081772
31,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,298.48,0.43,0.0001867864
32,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,298.91,0.49,0.3856073104
33,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,300.03,0.35,0.3976289506
34,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,301.11,0.29,0.5060428747
35,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,301.4,0.1,0.5454200504
36,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,301.5,0.26,0.6063862109
37,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,344.35,0.03,0.4690169086
38,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,344.38,1.4,0.9157476654
39,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,351.57,0.03,0.4690169086
40,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,351.6,0.58,0.9157476654
41,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,356.55,0.04,0.4690169086
42,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,356.59,2.27,0.9157476654
43,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,385.05,0.47,0.4690169086
44,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,385.55,0.21,0.4518723639
45,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,385.76,0.07,0.4319546923
46,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,385.83,0.26,0.4663613281
47,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,386.26,0.35,0.490485389
48,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,387.06,0.17,0.3122194338
49,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,387.23,0.09,0.4319546923
50,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,387.32,0.24,0.9964761632
51,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,387.56,0.15,0.5861813105
52,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,387.71,0.33,0.2232787843
53,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,388.37,0.35,0.8659021663
54,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,390.64,0.25,0.4055740383
55,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,390.89,0.14,0.5060428747
56,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,391.03,0.45,0.7649209197
57,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,425.8,0.33,0.8670389686
58,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,426.13,0.14,0.5861813105
59,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,426.27,0.27,0.5243437615
60,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,426.54,0.07,0.4319546923
61,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,426.61,0.14,0.5746368392
62,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,426.75,0.05,0.4690169086
63,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,426.8,0.45,0.3692804849
64,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,427.25,0.11,0.5454200504
65,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,427.36,0.55,0.0917579451
66,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,427.91,0.18,0.3828545221
67,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,428.09,0.0700000000001,0.4690169086
68,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,428.16,0.22,0.9021214894
69,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,428.38,0.3,0.0630679564
70,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,428.68,0.63,0.4573283943
71,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,429.42,0.09,0.5024276473
72,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,429.51,0.13,0.5861813105
73,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,429.64,0.22,0.915013441
74,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,430.31,0.16,0.6044900412
75,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,430.47,0.13,0.5873946713
76,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,430.6,0.11,0.3371513673
77,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,430.71,0.07,0.5454200504
78,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,430.78,0.31,0.6094418997
79,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,431.09,0.15,0.6044900412
80,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,431.24,0.4,0.4319546923
81,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,431.73,0.21,0.5024276473
82,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,431.94,0.1,0.4690169086
83,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,432.04,0.19,0.719876219
84,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,432.23,0.32,0.1093637152
85,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,432.55,0.17,0.4084667833
86,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,432.72,0.37,0.5041638929
87,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,433.09,0.15,0.5861813105
88,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,433.24,0.18,0.3206245969
89,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,433.42,0.56,0.6954052825
90,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,433.98,0.24,0.757317874
91,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,435.71,0.07,0.4319546923
92,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,435.78,0.11,0.4663613281
93,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,435.89,0.12,0.3048742565
94,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,436.01,0.17,0.7996471802
95,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,436.18,0.19,0.6094418997
96,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,436.37,0.55,0.1221415468
97,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,437.18,0.81,0.6722537092
98,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,437.99,0.14,0.6044900412
99,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,438.13,0.61,0.7751881059
100,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,438.74,0.33,0.6044900412
101,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,439.49,0.67,0.9505039728
102,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,441.07,0.48,0.9187105751
103,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,441.55,0.16,0.6044900412
104,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,441.71,0.51,0.9116012089
105,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,442.22,0.08,0.4690169086
106,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,442.3,0.21,0.1415958392
107,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,442.51,0.13,0.3048742565
108,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,442.64,0.48,0.4055740383
109,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,443.12,0.17,0.3048742565
110,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,443.29,0.6,0.6290005124
111,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,444.0,0.07,0.3048742565
112,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,444.07,0.29,0.6290005124
113,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,444.36,0.73,0.9972356464
114,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,446.18,5.83,0.2764821592
115,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,452.01,0.34,0.3553742476
116,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,452.35,0.4,0.5766330094
117,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,453.18,0.08,0.4319546923
118,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,453.26,0.29,0.4663613281
119,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,453.78,0.12,0.4690169086
120,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,453.9,0.14,0.3122194338
121,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,454.04,0.1,0.3048742565
122,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,454.14,0.31,0.0529992661
123,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,454.48,0.21,0.3804385813
124,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,454.72,0.14,0.3048742565
125,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,454.86,0.13,0.1913498818
126,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,454.99,0.22,0.5338341124
127,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,455.21,0.31,0.6292987675
128,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,455.52,0.16,0.3840066996
